nom,prenom,occupation,age,taille,poids,options,genre,label
D AUTRICHE,Gabrielle,Travail:temps plein,23,1.92,50,1,Amerique,0
BUJOLD,Agathe,Travail:temps plein,25,1.55,67,4,La France,0
DE GASCOGNE,Aure,Travail:temps plein,26,1.79,53,3,La France,0
DE ROME,Berenice,Travail:temps plein,26,1.58,70,2,La France,0
D ANGLETERRE,Angelique,Travail:temps partiel,27,1.95,56,3,Asie,0
DE WISIGOTHIE,Victoire,Travail:temps partiel,22,1.92,62,3,Afrique,0
LACHARITe,Artemis,Travail:temps partiel,24,1.66,69,1,Europe (autre que la France),0
LACHARITe,Cyrielle,Etudiante,25,1.91,59,1,Afrique,0
SNIVELY,Adelaide,Travail:temps partiel,27,1.72,49,1,Asie,0
DE ROME,Flore,Etudiante,23,1.9,63,2,Asie,0
D ALeMANIE,Lucile,Travail:temps partiel,25,1.51,58,4,Asie,0
DE FRANCIE,Romane,Travail:temps plein,22,1.95,71,3,Asie,0
DE ROME,Lucie,Etudiante,27,1.83,48,3,La France,1
DE ROME,Seraphine,Travail:temps plein,24,1.67,46,1,Europe (autre que la France),0
D AQUITAINE,Morgane,Travail:temps plein,23,1.84,56,1,La France,0
WUETRICH,Eglantine,Etudiante,23,1.77,46,4,Amerique,1
D ALeMANIE,Zoe,Travail:temps plein,27,1.79,64,4,Afrique,0
DE THURINGE,Margaux,Travail:temps partiel,27,1.6,55,4,La France,1
D ANGLETERRE,Ysaline,Travail:temps plein,24,1.59,56,1,Amerique,0
DE HALLUIN,InEs,Etudiante,23,1.7,68,2,Europe (autre que la France),0
SNIVELY,InEs,Travail:temps partiel,26,1.97,53,4,Asie,0
DE ROHAN,Marianne,Travail:temps plein,27,1.64,57,4,Amerique,0
DE NAVARRE,Evangeline,Etudiante,25,1.6,69,3,Asie,1
SNIVELY,Morgane,Travail:temps partiel,27,1.84,61,1,La France,0
DE WISIGOTHIE,Elise,Travail:temps plein,22,1.91,54,1,La France,0
GOBEIL,Noelie,Etudiante,23,1.77,69,2,La France,0
DE NORMANDIE,Morgane,Travail:temps partiel,25,1.93,47,4,Europe (autre que la France),0
SNIVELY,Marylou,Etudiante,23,1.55,64,1,Asie,0
DE GASCOGNE,Margot,Travail:temps plein,23,1.79,70,2,Amerique,0
D ANGOULEME,Suzon,Travail:temps plein,26,1.81,64,3,Amerique,0
DE NAVARRE,Juliette,Travail:temps partiel,23,1.88,47,3,La France,1
SNIVELY,Adelie,Travail:temps partiel,22,1.76,51,3,Asie,1
BOULIANNE,Line,Travail:temps plein,24,1.93,58,3,Asie,0
GAUDREAULT,Lyne,Etudiante,24,1.83,67,4,Europe (autre que la France),1
D AQUITAINE,HelEne,Etudiante,23,1.65,55,2,Asie,0
DE ROME,Luce,Travail:temps partiel,25,1.84,48,1,Asie,0
DE HALLEWIN,Marilou,Travail:temps plein,22,1.8,49,4,Afrique,0
DE TOULOUSE,Angeline,Etudiante,24,1.91,48,4,La France,0
D AQUITAINE,Aline,Travail:temps partiel,27,1.59,61,3,La France,0
DE HAINAUT,Alice,Travail:temps plein,27,1.6,62,4,Europe (autre que la France),0
DE LUXEMBOURG,Aude,Etudiante,22,1.54,58,3,Afrique,0
MALTAIS,Violette,Travail:temps partiel,23,1.78,66,1,Afrique,0
D eGYPTE,LaurEne,Etudiante,23,1.82,68,4,La France,1
SNIVELY,Amelie,Travail:temps plein,24,1.77,61,3,Amerique,0
D ALeMANIE,Lina,Travail:temps partiel,26,1.74,46,3,Asie,1
DE FRANCIE,Margaux,Travail:temps partiel,24,1.92,54,2,Europe (autre que la France),0
DE MONTCLAR,Lucie,Travail:temps partiel,24,1.98,73,1,Europe (autre que la France),0
DE BURGONDIE,Line,Travail:temps plein,27,1.9,75,2,La France,0
DE NAVARRE,Lucile,Travail:temps plein,27,1.9,49,4,La France,0
DE BAVIERE,Adelie,Etudiante,25,1.75,48,1,Europe (autre que la France),0
LACHARITe,Sarah,Travail:temps partiel,27,1.63,59,4,Europe (autre que la France),1
D ANGLETERRE,Amelie,Etudiante,27,1.93,67,3,Amerique,0
DE CASTILLE,Jade,Etudiante,26,1.8,73,2,Amerique,0
DE DANEMARK,Lauriane,Travail:temps plein,26,1.73,50,3,Amerique,0
DE BURGONDIE,Adelie,Travail:temps plein,25,1.5,48,3,Amerique,0
GOBEIL,MylEne,Travail:temps partiel,23,1.67,53,3,Afrique,1
SNIVELY,Blandine,Travail:temps plein,27,1.64,48,2,Afrique,0
DE ROHAN,Fleur,Travail:temps partiel,23,1.81,67,2,Afrique,0
DE HALLEWIN,Theodora,Travail:temps partiel,25,1.91,67,3,Asie,0
DE LUXEMBOURG,Gabrielle,Travail:temps plein,22,1.9,54,4,La France,0
DE CHAMPAGNE,Chloe,Travail:temps plein,26,1.68,45,2,Amerique,0
DE TOXANDRIE,Fleur,Travail:temps partiel,24,1.9,67,2,Asie,0
SNIVELY,Isaure,Travail:temps plein,24,1.65,75,4,La France,0
DE WISIGOTHIE,Sarah,Travail:temps partiel,25,1.9,74,1,Afrique,0
DE COURTENAY,Artemis,Etudiante,25,1.65,53,3,Afrique,1
DE ROME,Blanche,Travail:temps plein,24,1.93,70,2,Asie,0
MALTAIS,Marianne,Etudiante,27,1.57,53,4,Afrique,0
DE FRANCIE,Manon,Travail:temps plein,27,1.94,53,4,Afrique,0
DE LUXEMBOURG,Theodora,Etudiante,27,1.69,46,3,Afrique,1
DE NORMANDIE,Tiphaine,Etudiante,24,1.61,74,1,Europe (autre que la France),0
D ANGLETERRE,Alice,Etudiante,23,1.55,48,3,La France,0
DE NAVARRE,InEs,Travail:temps plein,26,1.58,54,2,Asie,0
DE BAVIERE,Thais,Etudiante,27,1.9,51,3,Amerique,0
DE VERMANDOIS,Clara,Travail:temps partiel,27,1.77,66,1,Amerique,0
DE HAINAUT,Armelle,Travail:temps plein,24,1.95,72,2,Europe (autre que la France),0
D ALeMANIE,Emma,Etudiante,25,1.82,70,1,Amerique,0
D ANGLETERRE,Aimee,Travail:temps plein,27,1.7,64,1,Europe (autre que la France),0
DE BURGONDIE,Ysaline,Etudiante,25,1.78,51,1,Europe (autre que la France),0
SANDOZ GENDRE,Hermine,Travail:temps partiel,22,1.99,51,1,Afrique,0
DE DANEMARK,Armelle,Travail:temps plein,23,1.92,53,4,Asie,0
DE NORMANDIE,Flavie,Travail:temps plein,27,1.62,73,2,Asie,0
CAROLINGIEN,Blanche,Travail:temps partiel,25,1.67,67,2,Amerique,0
D ANGLETERRE,Abigail,Travail:temps plein,25,1.61,66,3,Amerique,0
WUETRICH,Adeline,Etudiante,22,1.66,50,3,Europe (autre que la France),1
DE TOXANDRIE,Adeline,Travail:temps plein,27,1.62,63,3,Afrique,0
WUETRICH,Morgane,Etudiante,26,1.81,60,1,Afrique,0
D ANGLETERRE,Amelie,Etudiante,27,1.93,72,1,Amerique,0
DE PROVENCE,Anais,Travail:temps partiel,25,1.69,60,1,La France,0
D ANGLETERRE,Brune,Travail:temps plein,24,1.94,49,4,Afrique,0
DE COLOGNE,Lucie,Etudiante,26,1.75,68,4,Amerique,1
DE CHAMPAGNE,Tiphaine,Etudiante,22,1.94,71,3,La France,0
D AUTRICHE,Margot,Travail:temps plein,25,1.72,51,4,Europe (autre que la France),0
LACHARITe,Catherine,Travail:temps partiel,24,1.8,59,4,Asie,1
DE NAVARRE,Angelique,Etudiante,22,1.81,58,1,Amerique,0
SANDOZ GENDRE,Luce,Etudiante,27,1.96,64,4,Europe (autre que la France),0
DE BAVIERE,Aline,Etudiante,26,1.51,75,1,Europe (autre que la France),0
DE HAINAUT,Apolline,Travail:temps partiel,24,1.89,63,1,La France,0
DE COLOGNE,Louise,Travail:temps partiel,24,1.75,53,4,La France,1
DE HAINAUT,SolEne,Travail:temps partiel,25,1.92,55,4,Afrique,0
DE ROHAN,Abigail,Travail:temps plein,22,1.68,74,4,Afrique,0
D ANGLETERRE,Anais,Etudiante,22,1.62,56,2,Amerique,0
DE COURTENAY,Rose,Travail:temps partiel,23,1.78,45,2,La France,0
DE BURGONDIE,AdEle,Etudiante,27,1.6,59,1,Asie,0
DE LUXEMBOURG,Rosalie,Travail:temps plein,25,1.78,70,1,Amerique,0
DE HALLUIN,Laureline,Travail:temps partiel,24,1.57,68,3,Europe (autre que la France),0
SNAVELY,Athenais,Etudiante,26,1.76,74,3,Asie,0
DE DANEMARK,Marion,Travail:temps partiel,25,1.96,74,1,Amerique,0
DE VERMANDOIS,Stephanie,Travail:temps plein,24,1.94,55,3,Afrique,0
D AQUITAINE,Clara,Travail:temps partiel,24,1.67,57,3,La France,1
DE SAXE,Alice,Etudiante,22,1.88,62,4,Asie,1
DE HALLUIN,Grace,Etudiante,22,1.94,46,3,La France,0
DE LUXEMBOURG,Adelaide,Travail:temps partiel,26,1.82,66,2,La France,0
DE SAXE,Eglantine,Travail:temps partiel,24,1.97,75,4,La France,0
DE LIMOGES,Catherine,Travail:temps partiel,26,1.62,67,1,La France,0
LACHARITe,HelEne,Etudiante,25,1.91,68,2,La France,0
D AQUITAINE,Melodie,Travail:temps partiel,23,1.78,47,2,Amerique,0
DE VERMANDOIS,Chloe,Travail:temps partiel,27,1.98,70,2,Asie,0
DE ROHAN,Eleonore,Etudiante,22,1.82,58,4,La France,1
DE SAVOIE,Mathilde,Travail:temps partiel,25,1.83,74,2,Europe (autre que la France),0
DE SAVOIE,Amandine,Travail:temps plein,27,1.91,69,4,La France,0
DE ROHAN,AngEle,Etudiante,25,1.66,47,2,Afrique,0
MALTAIS,Eliane,Etudiante,24,1.98,72,3,Afrique,0
DE SAVOIE,Flore,Etudiante,25,1.6,58,2,Asie,0
D AUSTRASIE,Lea,Etudiante,22,1.5,65,4,La France,0
DE WISIGOTHIE,Aline,Travail:temps partiel,23,1.9,69,2,Afrique,0
SANDOZ GENDRE,Mathilde,Travail:temps plein,22,1.88,53,1,Afrique,0
D eGYPTE,Amandine,Travail:temps partiel,22,1.77,50,2,Europe (autre que la France),0
D AQUITAINE,Lucie,Travail:temps plein,24,1.54,55,4,Asie,0
MALTAIS,HelEne,Travail:temps partiel,25,1.67,62,2,Afrique,0
LACHARITe,Armelle,Travail:temps partiel,26,1.99,75,3,Asie,0
DE NORMANDIE,Apolline,Travail:temps partiel,26,1.74,72,3,La France,0
DE CASTILLE,Coralie,Travail:temps plein,24,1.85,52,3,Afrique,0
DE SAXE,SolEne,Travail:temps plein,24,1.7,72,1,Asie,0
DE MONTMORENCY,Sibylle,Travail:temps partiel,23,1.94,68,1,Asie,0
D eGYPTE,Aline,Travail:temps plein,27,1.77,61,4,Afrique,0
DE NAVARRE,Sixtine,Travail:temps partiel,26,1.91,53,1,Asie,0
GAUDREAULT,Fantine,Etudiante,24,1.88,55,2,Amerique,0
SNIVELY,Blanche,Travail:temps plein,23,1.86,57,3,Afrique,0
SNIVELY,Thais,Travail:temps partiel,27,1.77,46,2,Asie,0
LACHARITe,Marianne,Travail:temps plein,26,1.85,68,2,Amerique,0
SANDOZ GENDRE,Fantine,Travail:temps plein,26,1.79,64,1,Europe (autre que la France),0
DE HAINAUT,Zelie,Travail:temps plein,26,1.82,75,1,Amerique,0
MALTAIS,Abigaelle,Travail:temps plein,22,1.89,64,3,Afrique,0
DE HAINAUT,Melodie,Travail:temps plein,23,1.76,75,1,Asie,0
DE VERMANDOIS,Romane,Travail:temps partiel,27,1.94,51,3,Europe (autre que la France),0
D ALeMANIE,Lou,Travail:temps partiel,22,1.87,73,2,La France,0
DE TOULOUSE,Aglae,Travail:temps plein,25,1.76,54,2,Europe (autre que la France),0
DE WISIGOTHIE,Esther,Travail:temps partiel,27,1.63,51,4,Amerique,1
D AQUITAINE,Florine,Etudiante,22,1.85,46,1,Amerique,0
DE HAINAUT,Marianne,Etudiante,23,1.78,60,1,Afrique,0
DE NAVARRE,Marion,Travail:temps partiel,22,1.83,57,3,Europe (autre que la France),1
D ALeMANIE,Cyrielle,Etudiante,26,1.62,75,2,Amerique,0
DE NAVARRE,Jeanne,Travail:temps plein,22,1.76,57,4,Amerique,0
DE DANEMARK,Auriane,Travail:temps partiel,26,1.59,52,1,Amerique,0
DE SAVOIE,Nathalie,Etudiante,25,1.67,70,1,Afrique,0
DE ROHAN,Marianne,Travail:temps partiel,24,1.7,69,3,Amerique,1
SCHNEBLI,Adelaide,Etudiante,25,1.51,62,3,Amerique,0
DE HALLUIN,Capucine,Travail:temps partiel,23,1.59,62,4,Europe (autre que la France),0
DE ROME,Victoria,Etudiante,26,1.77,52,4,Asie,1
DE SAXE,Lou,Travail:temps plein,27,1.79,51,4,Asie,0
DE COURTENAY,Marceline,Etudiante,23,1.87,67,1,Europe (autre que la France),0
GOBEIL,AngEle,Etudiante,24,1.63,73,4,Afrique,0
DE TOXANDRIE,Melodie,Etudiante,24,1.57,47,2,Afrique,0
DE GASCOGNE,Stephanie,Etudiante,23,1.98,59,3,Afrique,0
D AUTRICHE,Penelope,Travail:temps partiel,23,1.81,73,4,Amerique,0
DE LIMOGES,Eglantine,Travail:temps plein,25,1.76,67,4,Amerique,0
SANDOZ GENDRE,Julia,Etudiante,27,1.95,45,4,La France,0
LACHARITe,Abigaelle,Etudiante,24,1.92,74,1,Amerique,0
DE BURGONDIE,Hermione,Travail:temps plein,23,1.89,65,4,La France,0
DE THURINGE,Abigail,Travail:temps partiel,27,1.6,58,1,Afrique,0
SANDOZ GENDRE,AdEle,Travail:temps partiel,25,1.6,51,4,Afrique,1
DE ROHAN,Abigail,Travail:temps partiel,24,1.5,47,3,Asie,0
MALTAIS,Estelle,Travail:temps plein,25,1.54,62,4,Amerique,0
DE DANEMARK,Emma,Etudiante,27,1.9,74,3,Asie,0
DE LUXEMBOURG,Esther,Etudiante,27,1.93,73,1,Asie,0
SANDOZ GENDRE,Melodie,Travail:temps plein,24,1.67,46,1,Asie,0
SCHNEBLI,Cyrielle,Travail:temps plein,25,1.65,61,4,Amerique,0
DE DANEMARK,Marylou,Etudiante,24,1.79,64,1,Europe (autre que la France),0
BUJOLD,Lea,Travail:temps partiel,22,1.7,54,4,La France,1
WUETRICH,Olivia,Etudiante,22,1.73,70,1,Amerique,0
DE BAVIERE,Heloise,Travail:temps partiel,27,1.77,70,3,Amerique,1
SCHNEBLI,Chloe,Travail:temps plein,26,1.82,66,4,Europe (autre que la France),0
DE MONTCLAR,Heloise,Travail:temps plein,26,1.56,73,1,Amerique,0
DE PROVENCE,Claire,Travail:temps partiel,27,1.71,74,4,Afrique,0
DE PROVENCE,Armelle,Travail:temps partiel,27,1.67,71,2,La France,0
DE MONTCLAR,Clarisse,Travail:temps partiel,23,1.63,54,1,Afrique,0
DE WISIGOTHIE,Clara,Travail:temps plein,26,1.88,69,2,Amerique,0
DE SAXE,Audrey,Travail:temps plein,24,1.9,62,3,Afrique,0
SNAVELY,Audrey,Travail:temps partiel,23,1.86,62,4,Asie,1
DE PROVENCE,Lucile,Travail:temps partiel,22,1.57,71,4,Amerique,0
DE PROVENCE,Ludivine,Travail:temps partiel,26,1.56,65,4,Europe (autre que la France),0
DE HAINAUT,Manon,Travail:temps plein,26,1.9,63,3,Afrique,0
D AQUITAINE,AngEle,Etudiante,22,1.53,70,1,La France,0
LACHARITe,Olivia,Travail:temps partiel,25,1.8,56,3,Afrique,1
DE HALLEWIN,Ambre,Travail:temps plein,26,1.52,65,1,Amerique,0
D AUSTRASIE,Apolline,Travail:temps plein,26,1.85,69,1,Amerique,0
DE COLOGNE,Auriane,Travail:temps plein,23,1.72,51,4,Europe (autre que la France),0
DE VERMANDOIS,Athenais,Etudiante,26,1.78,73,1,La France,0
DE LIMOGES,Theodora,Travail:temps plein,24,1.66,47,2,Amerique,0
DE ROHAN,SolEne,Travail:temps plein,25,1.71,58,4,Asie,0
DE BAVIERE,Aure,Etudiante,25,1.76,71,4,Asie,0
DE NAVARRE,Eliane,Travail:temps plein,23,1.6,50,2,Asie,0
DE LUXEMBOURG,Flore,Travail:temps plein,27,1.78,61,4,La France,0
DE BAVIERE,Noelie,Etudiante,24,1.77,62,3,Europe (autre que la France),1
D eGYPTE,Iris,Etudiante,23,1.71,52,1,Asie,0
DE LUXEMBOURG,France,Travail:temps partiel,22,1.92,66,1,Amerique,0
SCHNEBLI,Marine,Travail:temps plein,27,1.5,64,3,La France,0
D ANGOULEME,Eve,Etudiante,22,1.92,47,3,Europe (autre que la France),0
DE WISIGOTHIE,Anna,Etudiante,23,1.87,74,4,Afrique,0
DE TOXANDRIE,Fantine,Travail:temps partiel,22,1.52,58,1,Europe (autre que la France),0
DE NORMANDIE,Julia,Etudiante,27,1.73,63,1,Europe (autre que la France),0
D AQUITAINE,Esther,Etudiante,26,1.89,71,2,Asie,0
SNAVELY,Berenice,Travail:temps plein,22,1.93,70,3,Amerique,0
DE MONTCLAR,Marine,Travail:temps partiel,26,1.85,67,3,Amerique,1
DE NORMANDIE,Elisabeth,Travail:temps plein,24,1.73,68,4,La France,0
DE LIMOGES,Leonie,Travail:temps partiel,26,1.75,74,2,Amerique,0
DE CHAMPAGNE,Marceline,Travail:temps plein,22,1.63,66,4,Afrique,0
DE COLOGNE,Armance,Etudiante,22,1.94,50,1,Europe (autre que la France),0
D ANGOULEME,Juliette,Etudiante,22,1.74,66,2,La France,0
SCHNEBLI,Aude,Etudiante,24,1.65,56,1,Amerique,0
DE COLOGNE,France,Etudiante,23,1.57,46,3,Europe (autre que la France),0
DE BAVIERE,Chloe,Travail:temps plein,25,1.94,73,4,Amerique,0
BUJOLD,Tatiana,Travail:temps partiel,25,1.68,52,1,Amerique,0
DE MONTMORENCY,Eleonore,Etudiante,24,1.61,74,4,La France,0
DE SAXE,Cyrielle,Travail:temps partiel,24,1.79,50,2,Afrique,0
DE NAVARRE,Jade,Etudiante,22,1.55,69,3,Asie,0
DE MONTCLAR,Charlotte,Travail:temps plein,22,1.69,61,3,La France,0
DE GASCOGNE,Aglae,Etudiante,22,1.62,51,4,Amerique,1
GOBEIL,Flore,Travail:temps partiel,27,1.97,64,3,Europe (autre que la France),0
DE HALLEWIN,Aubane,Etudiante,27,1.93,55,1,La France,0
DE WISIGOTHIE,Isaure,Travail:temps plein,23,1.5,61,1,Amerique,0
GAUDREAULT,Clarisse,Travail:temps partiel,26,1.61,48,4,Asie,1
D eGYPTE,Gabrielle,Travail:temps partiel,22,1.51,67,3,Amerique,0
DE TOXANDRIE,Violette,Etudiante,26,1.57,50,4,Asie,0
MALTAIS,Marine,Travail:temps partiel,24,1.65,52,2,Amerique,0
DE FRANCIE,Bertille,Travail:temps plein,27,1.75,56,4,La France,0
SNAVELY,Celine,Travail:temps plein,27,1.74,46,4,Afrique,0
D ANGLETERRE,Armelle,Travail:temps plein,25,1.66,50,2,Amerique,0
DE NORMANDIE,Louise,Travail:temps plein,22,1.91,52,1,La France,0
DE GASCOGNE,Isaure,Etudiante,27,1.73,64,4,Afrique,1
WUETRICH,Angeline,Etudiante,24,1.96,67,1,La France,0
BUJOLD,Margaux,Travail:temps plein,25,1.61,69,4,Europe (autre que la France),0
BUJOLD,Armance,Etudiante,22,1.54,62,3,Amerique,0
DE BAVIERE,MylEne,Travail:temps partiel,26,1.62,72,2,Asie,0
MALTAIS,Auxane,Etudiante,24,1.98,74,4,Amerique,0
DE GASCOGNE,Philippine,Etudiante,24,1.64,70,2,La France,0
DE BAVIERE,Angeline,Travail:temps plein,22,1.9,67,1,Europe (autre que la France),0
DE WISIGOTHIE,AdEle,Travail:temps plein,24,1.85,50,4,Amerique,0
DE BAVIERE,Clarisse,Travail:temps partiel,25,1.7,54,1,Europe (autre que la France),0
DE SAVOIE,Adeline,Travail:temps partiel,23,1.93,74,3,Europe (autre que la France),0
SCHNEBLI,AdEle,Travail:temps plein,26,1.88,64,4,Europe (autre que la France),0
D AQUITAINE,Solenn,Travail:temps partiel,24,1.99,54,1,Asie,0
DE NAVARRE,Angeline,Etudiante,23,1.96,52,3,Amerique,0
D ANGOULEME,Emma,Etudiante,23,1.56,72,3,Europe (autre que la France),0
D AQUITAINE,Flore,Etudiante,27,1.87,67,3,La France,1
SANDOZ GENDRE,Noelie,Travail:temps plein,25,1.57,50,2,Afrique,0
BOULIANNE,Esther,Travail:temps partiel,22,1.93,55,1,La France,0
SNAVELY,Camille,Travail:temps plein,27,1.76,52,1,Afrique,0
DE NORMANDIE,Armance,Travail:temps plein,26,1.53,64,2,Europe (autre que la France),0
DE CHAMPAGNE,Claire,Etudiante,27,1.73,57,4,Afrique,1
SNAVELY,Zelie,Travail:temps plein,22,1.78,70,3,Amerique,0
DE HAINAUT,Marilou,Etudiante,23,1.64,51,3,Afrique,1
DE GASCOGNE,Lauriane,Travail:temps plein,23,1.93,64,3,La France,0
DE HAINAUT,Mathilde,Etudiante,24,1.99,62,4,Europe (autre que la France),0
DE NAVARRE,Gabrielle,Travail:temps plein,24,1.57,51,1,Europe (autre que la France),0
WUETRICH,Flavie,Etudiante,26,1.98,62,3,Europe (autre que la France),0
DE DANEMARK,Elise,Travail:temps plein,26,1.55,49,1,Amerique,0
BOULIANNE,AngEle,Travail:temps plein,26,1.67,71,3,Europe (autre que la France),0
DE DANEMARK,Laureline,Travail:temps partiel,22,1.7,53,3,Europe (autre que la France),1
DE TOXANDRIE,Rose,Travail:temps partiel,27,1.72,62,4,Amerique,1
MALTAIS,Julia,Etudiante,24,1.76,55,2,La France,0
DE PROVENCE,Florine,Travail:temps partiel,22,1.91,62,4,Europe (autre que la France),0
DE SAVOIE,Victoria,Travail:temps plein,22,1.72,71,4,La France,0
DE CASTILLE,Iris,Travail:temps partiel,27,1.81,47,1,Afrique,0
DE NORMANDIE,Albane,Travail:temps partiel,22,1.8,63,1,Europe (autre que la France),0
CAROLINGIEN,Eliane,Etudiante,24,1.82,48,1,La France,0
DE HAINAUT,Auriane,Travail:temps partiel,23,1.85,47,3,La France,1
MALTAIS,Catherine,Travail:temps partiel,27,1.77,63,1,Europe (autre que la France),0
D AQUITAINE,Angelique,Travail:temps plein,22,1.92,45,4,Europe (autre que la France),0
D AUTRICHE,Marion,Travail:temps partiel,24,1.64,65,2,Europe (autre que la France),0
DE TOXANDRIE,Artemis,Etudiante,22,1.91,55,2,La France,0
DE MONTCLAR,Jacinthe,Etudiante,22,1.82,45,2,Amerique,0
DE CHAMPAGNE,Daphne,Travail:temps partiel,27,1.8,54,3,Asie,1
DE TOULOUSE,Eugenie,Travail:temps plein,25,1.51,64,1,La France,0
SNAVELY,MylEne,Travail:temps plein,25,1.87,56,4,La France,0
DE LUXEMBOURG,Flavie,Etudiante,27,1.89,53,1,Amerique,0
DE NORMANDIE,Romane,Etudiante,26,1.54,73,2,Asie,0
DE TOXANDRIE,Daphne,Travail:temps plein,27,1.83,65,4,Amerique,0
CAROLINGIEN,Zoe,Etudiante,25,1.88,47,3,Europe (autre que la France),1
SNAVELY,Armelle,Travail:temps partiel,25,1.59,50,1,Asie,0
DE HALLUIN,Blandine,Etudiante,22,1.71,56,4,Asie,1
DE THURINGE,Prune,Travail:temps plein,25,1.64,74,4,Afrique,0
DE DANEMARK,Flore,Travail:temps plein,27,1.57,73,4,Europe (autre que la France),0
DE NORMANDIE,Ludivine,Etudiante,24,1.63,51,1,Amerique,0
SNIVELY,Noelie,Etudiante,24,1.58,53,3,Asie,0
DE SAXE,LaurEne,Travail:temps partiel,26,1.88,62,4,Amerique,1
DE HALLEWIN,Auriane,Etudiante,26,1.61,71,2,Europe (autre que la France),0
D AUSTRASIE,Thais,Etudiante,24,1.74,57,1,La France,0
DE PROVENCE,Violette,Etudiante,25,1.73,62,3,Asie,1
D AQUITAINE,Lise,Travail:temps partiel,23,1.82,52,3,Amerique,1
DE MONTCLAR,Bertille,Travail:temps partiel,23,1.9,50,1,Asie,0
DE LIMOGES,Violette,Travail:temps partiel,25,1.51,73,2,La France,0
CAROLINGIEN,Alexine,Travail:temps plein,26,1.93,72,2,Afrique,0
DE MONTCLAR,Alix,Travail:temps partiel,26,1.59,50,1,Afrique,0
DE TOULOUSE,Luce,Travail:temps plein,25,1.67,74,3,La France,0
BUJOLD,Agathe,Travail:temps plein,27,1.82,55,1,La France,0
BUJOLD,Lauriane,Etudiante,27,1.62,61,4,Asie,1
D ANGLETERRE,Blanche,Travail:temps partiel,24,1.72,53,3,Asie,1
D ANGOULEME,Sibylle,Travail:temps partiel,27,1.77,72,3,Amerique,0
DE GASCOGNE,Elise,Travail:temps plein,26,1.83,65,1,Amerique,0
DE CHAMPAGNE,Aure,Travail:temps partiel,25,1.75,61,1,La France,0
DE MONTCLAR,Zelie,Travail:temps plein,25,1.8,52,3,La France,0
D eGYPTE,Philippine,Travail:temps plein,27,1.59,58,1,Amerique,0
DE HALLUIN,Sibylle,Etudiante,26,1.59,72,4,Asie,0
BOULIANNE,Ambre,Travail:temps partiel,27,1.73,73,1,La France,0
DE TOXANDRIE,Lucie,Travail:temps plein,24,1.57,46,1,La France,0
DE THURINGE,Alexine,Etudiante,22,1.72,45,3,Europe (autre que la France),1
D AQUITAINE,Luce,Travail:temps partiel,22,1.85,62,3,Amerique,1
DE THURINGE,Estelle,Travail:temps partiel,27,1.59,55,3,Asie,0
LACHARITe,Prune,Travail:temps partiel,24,1.91,63,1,Amerique,0
DE THURINGE,Louise,Travail:temps partiel,22,1.51,69,4,Europe (autre que la France),0
D AUSTRASIE,Margaux,Etudiante,27,1.94,58,2,Asie,0
DE BAVIERE,Margot,Travail:temps partiel,25,1.62,52,4,Amerique,1
D ANGLETERRE,Maria,Travail:temps plein,26,1.5,51,1,Asie,0
DE MONTMORENCY,Grace,Etudiante,26,1.76,55,2,Europe (autre que la France),0
DE HALLUIN,Margaux,Travail:temps partiel,26,1.81,53,2,La France,0
DE TOXANDRIE,Lise,Travail:temps partiel,22,1.5,72,4,Asie,0
SNIVELY,AdEle,Travail:temps plein,23,1.93,48,4,Amerique,0
GAUDREAULT,Chloe,Etudiante,22,1.9,61,1,Amerique,0
DE VERMANDOIS,Laetitia,Travail:temps plein,24,1.58,59,3,Amerique,0
DE BAVIERE,Abigail,Etudiante,25,1.76,47,3,Afrique,1
DE COURTENAY,Athenais,Travail:temps partiel,22,1.79,49,4,Amerique,1
WUETRICH,Chloe,Travail:temps plein,25,1.99,46,4,Afrique,0
SANDOZ GENDRE,Grace,Travail:temps plein,26,1.82,70,2,Amerique,0
DE PROVENCE,Celine,Travail:temps partiel,25,1.96,53,2,Amerique,0
DE PROVENCE,Victoire,Travail:temps partiel,25,1.54,49,3,Amerique,0
DE SAXE,Aude,Travail:temps plein,26,1.82,67,4,La France,0
DE NAVARRE,Sixtine,Etudiante,26,1.52,58,3,Europe (autre que la France),0
DE ROME,Flore,Travail:temps partiel,22,1.77,72,3,Europe (autre que la France),0
DE BURGONDIE,Florine,Etudiante,23,1.87,71,4,Afrique,0
GOBEIL,Flavie,Travail:temps partiel,23,1.72,48,2,Europe (autre que la France),0
SANDOZ GENDRE,Blanche,Travail:temps partiel,26,1.99,59,1,La France,0
DE ROHAN,Fleur,Etudiante,23,1.82,54,3,Asie,1
D AQUITAINE,Philippine,Etudiante,23,1.87,59,3,Europe (autre que la France),1
DE SAVOIE,Lauriane,Travail:temps plein,22,1.71,68,4,Europe (autre que la France),0
DE LOMBARDIE,Albane,Etudiante,22,1.63,51,2,Asie,0
D ALeMANIE,Tatiana,Travail:temps partiel,23,1.77,62,1,La France,0
DE TOULOUSE,Jade,Travail:temps plein,27,1.78,64,3,Asie,0
D eGYPTE,InEs,Travail:temps plein,26,1.78,45,3,La France,0
DE LOMBARDIE,Alexine,Travail:temps partiel,26,1.95,59,1,La France,0
DE MONTMORENCY,Ambre,Travail:temps partiel,26,1.8,54,2,Europe (autre que la France),0
DE CASTILLE,Eugenie,Travail:temps plein,23,1.63,53,3,Europe (autre que la France),0
